Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Viewed Ticket,Ticket Solved,Customer Satisfaction Rating
33,0,Roomba Robot Vacuum,25-02-2020,Product inquiry,2,0,Email,1,1,1
25,1,Canon DSLR Camera,05-11-2020,Billing inquiry,0,1,Phone,0,0,0
20,1,Amazon Kindle,25-11-2021,Cancellation request,1,3,Email,1,0,0
21,0,Sony PlayStation,20-01-2021,Cancellation request,2,0,Chat,1,1,5
48,1,Dyson Vacuum Cleaner,16-08-2021,Product inquiry,0,1,Phone,0,0,0
52,0,HP Pavilion,16-05-2021,Technical issue,2,2,Phone,1,1,3
54,0,Garmin Forerunner,12-04-2021,Technical issue,2,2,Social media,1,1,5
63,1,Philips Hue Lights,17-05-2021,Technical issue,0,0,Email,0,0,0
44,1,Microsoft Office,19-03-2021,Refund request,0,1,Chat,0,0,0
52,0,Autodesk AutoCAD,13-10-2021,Technical issue,1,1,Email,1,0,0
28,1,LG OLED,15-07-2020,Billing inquiry,2,3,Email,1,1,3
70,0,Garmin Forerunner,27-10-2021,Cancellation request,2,3,Social media,1,1,2
51,1,Google Nest,19-12-2021,Cancellation request,1,1,Phone,1,0,0
47,0,Bose SoundLink Speaker,14-12-2020,Refund request,2,2,Email,1,1,2
52,0,Nest Thermostat,29-12-2021,Cancellation request,2,3,Chat,1,1,4
51,0,PlayStation,11-07-2020,Billing inquiry,1,1,Phone,1,0,0
18,1,LG Washing Machine,06-01-2020,Billing inquiry,1,2,Social media,1,0,0
38,0,iPhone,14-10-2021,Technical issue,2,2,Chat,1,1,2
25,1,Samsung Soundbar,18-11-2021,Refund request,0,3,Social media,0,0,0
58,0,Google Nest,03-01-2021,Billing inquiry,1,0,Social media,1,0,0
24,0,MacBook Pro,21-08-2020,Billing inquiry,0,3,Chat,0,0,0
42,0,Nintendo Switch Pro Controller,05-02-2020,Cancellation request,2,1,Email,1,1,5
50,0,Bose QuietComfort,05-12-2020,Product inquiry,2,1,Chat,1,1,4
21,0,Nintendo Switch Pro Controller,14-03-2021,Product inquiry,0,0,Chat,0,0,0
48,0,Google Nest,21-08-2020,Refund request,0,3,Email,0,0,0
33,0,GoPro Action Camera,25-09-2021,Cancellation request,2,2,Chat,1,1,1
22,0,Bose QuietComfort,02-02-2020,Billing inquiry,2,1,Social media,1,1,3
51,1,Sony Xperia,08-07-2021,Cancellation request,0,3,Email,0,0,0
29,1,Roomba Robot Vacuum,08-03-2021,Billing inquiry,0,3,Chat,0,0,0
29,1,Amazon Kindle,19-09-2020,Cancellation request,1,0,Chat,1,0,0
62,0,LG OLED,17-11-2021,Product inquiry,1,0,Chat,1,0,0
24,0,Roomba Robot Vacuum,31-10-2020,Refund request,2,1,Email,1,1,2
39,0,Amazon Kindle,21-02-2021,Cancellation request,2,1,Email,1,1,1
32,0,GoPro Action Camera,04-11-2021,Refund request,2,1,Social media,1,1,5
24,0,GoPro Hero,01-06-2021,Technical issue,2,3,Phone,1,1,1
63,0,LG Washing Machine,21-02-2020,Product inquiry,1,0,Email,1,0,0
30,1,Lenovo ThinkPad,12-08-2021,Product inquiry,2,0,Phone,1,1,1
28,0,GoPro Action Camera,10-05-2021,Refund request,1,0,Email,1,0,0
51,1,Google Nest,17-12-2020,Cancellation request,0,1,Phone,0,0,0
42,0,Nintendo Switch,19-07-2020,Refund request,2,1,Email,1,1,4
42,0,LG Washing Machine,07-10-2020,Refund request,0,1,Social media,0,0,0
37,1,GoPro Hero,03-05-2020,Product inquiry,2,0,Email,1,1,5
62,0,Sony PlayStation,07-09-2021,Product inquiry,2,2,Email,1,1,4
42,1,Microsoft Surface,28-04-2020,Billing inquiry,0,3,Email,0,0,0
37,0,Sony 4K HDR TV,16-12-2020,Refund request,2,2,Social media,1,1,3
58,1,Google Pixel,19-01-2021,Product inquiry,0,3,Social media,0,0,0
49,1,Google Nest,25-10-2020,Technical issue,2,1,Chat,1,1,4
52,0,iPhone,17-07-2021,Cancellation request,2,3,Email,1,1,2
22,1,Adobe Photoshop,08-12-2020,Billing inquiry,2,2,Chat,1,1,4
33,1,Nikon D,09-08-2020,Refund request,1,1,Chat,1,0,0
40,1,Canon EOS,12-09-2021,Billing inquiry,1,1,Email,1,0,0
19,0,Bose SoundLink Speaker,09-07-2021,Technical issue,2,2,Phone,1,1,4
60,1,iPhone,29-05-2020,Refund request,1,2,Phone,1,0,0
20,1,Amazon Kindle,21-01-2021,Billing inquiry,1,3,Phone,1,0,0
26,1,Asus ROG,27-08-2021,Billing inquiry,1,2,Chat,1,0,0
43,1,Microsoft Surface,26-02-2020,Product inquiry,2,3,Chat,1,1,1
21,1,GoPro Action Camera,26-12-2020,Technical issue,2,0,Phone,1,1,2
49,1,Roomba Robot Vacuum,23-02-2021,Refund request,1,0,Chat,1,0,0
19,0,Sony PlayStation,23-12-2020,Refund request,0,1,Chat,0,0,0
41,1,iPhone,02-04-2021,Billing inquiry,1,3,Phone,1,0,0
26,0,Fitbit Versa Smartwatch,18-04-2020,Product inquiry,1,2,Chat,1,0,0
51,1,Samsung Galaxy,13-04-2021,Billing inquiry,0,1,Phone,0,0,0
59,1,Xbox,14-12-2021,Billing inquiry,1,1,Email,1,0,0
51,1,Sony 4K HDR TV,01-06-2021,Cancellation request,2,1,Social media,1,1,3
67,0,Google Nest,11-11-2021,Billing inquiry,2,0,Phone,1,1,1
69,0,Asus ROG,30-08-2021,Cancellation request,2,3,Social media,1,1,2
60,1,Roomba Robot Vacuum,03-04-2020,Technical issue,0,0,Phone,0,0,0
54,1,MacBook Pro,11-03-2020,Refund request,0,2,Social media,0,0,0
58,1,Sony PlayStation,18-08-2020,Technical issue,0,1,Chat,0,0,0
49,1,Dyson Vacuum Cleaner,20-03-2020,Product inquiry,2,3,Email,1,1,2
32,0,Roomba Robot Vacuum,01-10-2021,Product inquiry,0,1,Phone,0,0,0
33,1,Lenovo ThinkPad,12-08-2020,Cancellation request,1,0,Chat,1,0,0
19,0,Amazon Kindle,16-05-2021,Refund request,2,0,Phone,1,1,4
49,1,Sony Xperia,22-03-2021,Refund request,1,1,Email,1,0,0
62,0,Amazon Echo,31-12-2020,Technical issue,0,0,Email,0,0,0
62,1,Dell XPS,12-01-2020,Technical issue,0,3,Phone,0,0,0
41,0,Philips Hue Lights,09-01-2021,Refund request,0,3,Social media,0,0,0
33,1,Autodesk AutoCAD,06-03-2020,Product inquiry,0,0,Email,0,0,0
58,1,GoPro Action Camera,12-06-2020,Refund request,0,3,Email,0,0,0
47,1,Garmin Forerunner,17-06-2020,Technical issue,2,0,Chat,1,1,2
55,1,Asus ROG,26-11-2020,Product inquiry,0,3,Email,0,0,0
22,1,Amazon Echo,14-03-2020,Billing inquiry,1,3,Phone,1,0,0
43,1,Adobe Photoshop,11-08-2021,Cancellation request,1,1,Email,1,0,0
68,0,Sony Xperia,14-10-2021,Cancellation request,1,0,Email,1,0,0
49,0,Nintendo Switch,19-04-2020,Product inquiry,1,2,Phone,1,0,0
68,1,Samsung Galaxy,28-05-2020,Product inquiry,1,2,Chat,1,0,0
44,0,Nintendo Switch Pro Controller,03-07-2021,Product inquiry,0,0,Chat,0,0,0
66,0,Amazon Echo,30-05-2021,Billing inquiry,1,2,Email,1,0,0
65,1,LG Washing Machine,23-11-2020,Technical issue,0,1,Email,0,0,0
35,0,Philips Hue Lights,21-04-2020,Refund request,2,2,Phone,1,1,3
64,0,Sony 4K HDR TV,12-02-2021,Refund request,2,0,Chat,1,1,1
54,1,Garmin Forerunner,23-09-2020,Cancellation request,1,0,Phone,1,0,0
34,1,Garmin Forerunner,03-05-2020,Billing inquiry,1,0,Email,1,0,0
21,0,Nintendo Switch Pro Controller,26-07-2020,Product inquiry,1,1,Email,1,0,0
45,1,GoPro Hero,25-03-2021,Product inquiry,0,0,Email,0,0,0
43,0,MacBook Pro,13-03-2021,Product inquiry,0,1,Phone,0,0,0
68,1,Lenovo ThinkPad,12-01-2021,Billing inquiry,1,3,Social media,1,0,0
46,1,LG OLED,24-08-2020,Billing inquiry,0,0,Phone,0,0,0
69,1,Canon EOS,25-04-2021,Cancellation request,2,3,Social media,1,1,4
57,0,MacBook Pro,22-05-2021,Product inquiry,2,1,Social media,1,1,2
55,0,LG OLED,29-10-2021,Cancellation request,2,0,Email,1,1,2
39,1,Nintendo Switch Pro Controller,27-10-2020,Cancellation request,0,0,Social media,0,0,0
39,0,Amazon Kindle,27-05-2020,Technical issue,2,1,Chat,1,1,2
66,1,Bose QuietComfort,26-03-2020,Refund request,1,0,Chat,1,0,0
36,0,Canon DSLR Camera,22-04-2021,Refund request,2,1,Phone,1,1,3
56,1,Google Nest,24-11-2020,Technical issue,2,1,Phone,1,1,1
24,1,Canon EOS,20-07-2020,Technical issue,0,0,Phone,0,0,0
57,0,Nintendo Switch Pro Controller,17-11-2020,Cancellation request,1,1,Chat,1,0,0
59,1,Amazon Echo,11-09-2021,Billing inquiry,1,2,Phone,1,0,0
48,0,GoPro Action Camera,04-11-2020,Cancellation request,1,1,Phone,1,0,0
47,0,Canon DSLR Camera,04-02-2020,Refund request,2,3,Chat,1,1,1
54,0,Apple AirPods,12-08-2021,Refund request,1,3,Email,1,0,0
46,0,Canon EOS,24-04-2020,Product inquiry,1,0,Phone,1,0,0
32,0,GoPro Hero,03-11-2020,Billing inquiry,0,3,Email,0,0,0
21,1,Nikon D,01-04-2021,Billing inquiry,2,2,Social media,1,1,1
61,1,Microsoft Office,06-01-2021,Billing inquiry,1,3,Social media,1,0,0
28,0,Fitbit Versa Smartwatch,14-03-2021,Refund request,2,0,Social media,1,1,5
26,1,Dyson Vacuum Cleaner,30-01-2021,Refund request,0,0,Social media,0,0,0
67,1,Microsoft Office,02-01-2021,Refund request,1,3,Chat,1,0,0
58,0,Amazon Echo,13-07-2020,Refund request,2,0,Email,1,1,5
40,1,PlayStation,20-02-2021,Product inquiry,2,0,Email,1,1,1
38,1,Lenovo ThinkPad,16-11-2021,Technical issue,0,0,Social media,0,0,0
52,0,Google Nest,22-09-2020,Billing inquiry,2,3,Email,1,1,3
20,1,LG Smart TV,22-12-2020,Product inquiry,1,1,Social media,1,0,0
51,0,Canon EOS,17-07-2020,Product inquiry,2,1,Social media,1,1,2
32,1,LG Smart TV,17-10-2021,Cancellation request,1,3,Email,1,0,0
58,1,Samsung Galaxy,27-02-2020,Product inquiry,1,2,Chat,1,0,0
63,0,Amazon Kindle,01-08-2021,Technical issue,0,1,Email,0,0,0
19,1,Microsoft Xbox Controller,26-04-2020,Billing inquiry,2,3,Chat,1,1,5
38,1,GoPro Action Camera,16-09-2020,Cancellation request,2,0,Email,1,1,2
19,1,GoPro Action Camera,17-10-2021,Technical issue,0,0,Social media,0,0,0
65,0,Nintendo Switch,26-04-2021,Refund request,2,3,Phone,1,1,3
38,1,Asus ROG,27-11-2020,Product inquiry,1,2,Social media,1,0,0
42,1,Samsung Soundbar,04-06-2021,Cancellation request,2,1,Phone,1,1,4
32,0,Adobe Photoshop,08-10-2021,Technical issue,0,1,Phone,0,0,0
60,0,Canon DSLR Camera,02-12-2021,Product inquiry,2,0,Social media,1,1,1
45,0,LG Washing Machine,28-06-2020,Billing inquiry,0,2,Chat,0,0,0
59,1,HP Pavilion,30-08-2020,Refund request,0,0,Social media,0,0,0
45,0,Sony PlayStation,14-10-2021,Cancellation request,0,3,Email,0,0,0
38,1,Lenovo ThinkPad,11-10-2021,Billing inquiry,1,0,Social media,1,0,0
46,0,Dell XPS,07-01-2020,Refund request,0,3,Phone,0,0,0
56,1,Bose SoundLink Speaker,19-03-2021,Cancellation request,0,1,Email,0,0,0
21,0,Nintendo Switch Pro Controller,10-01-2020,Cancellation request,1,2,Chat,1,0,0
52,1,Garmin Forerunner,13-09-2021,Technical issue,0,1,Email,0,0,0
37,0,Amazon Kindle,24-09-2020,Technical issue,2,0,Phone,1,1,5
70,1,Canon DSLR Camera,25-07-2021,Technical issue,2,3,Chat,1,1,5
33,1,Dyson Vacuum Cleaner,20-06-2021,Product inquiry,2,1,Phone,1,1,5
39,1,Dell XPS,15-11-2021,Refund request,1,2,Email,1,0,0
60,1,Sony Xperia,05-04-2021,Technical issue,0,3,Chat,0,0,0
63,1,Canon DSLR Camera,18-09-2021,Billing inquiry,0,1,Email,0,0,0
50,1,Asus ROG,08-09-2020,Cancellation request,0,2,Phone,0,0,0
46,0,Microsoft Office,03-08-2021,Billing inquiry,1,0,Social media,1,0,0
31,1,Bose QuietComfort,22-12-2021,Technical issue,0,2,Social media,0,0,0
66,0,Autodesk AutoCAD,16-03-2020,Billing inquiry,2,3,Chat,1,1,4
64,1,Canon DSLR Camera,27-04-2020,Refund request,0,3,Phone,0,0,0
63,1,GoPro Action Camera,24-02-2020,Billing inquiry,0,0,Phone,0,0,0
33,0,Fitbit Charge,04-12-2021,Technical issue,2,0,Social media,1,1,1
66,0,Sony PlayStation,06-11-2020,Technical issue,2,1,Phone,1,1,1
70,0,Bose SoundLink Speaker,11-01-2021,Product inquiry,0,1,Phone,0,0,0
38,1,Nikon D,04-01-2021,Product inquiry,0,3,Email,0,0,0
58,1,Nikon D,18-05-2020,Billing inquiry,0,3,Email,0,0,0
66,0,Garmin Forerunner,22-08-2020,Cancellation request,2,2,Chat,1,1,5
59,1,Canon DSLR Camera,29-05-2021,Billing inquiry,2,3,Phone,1,1,2
25,1,Microsoft Xbox Controller,10-06-2021,Technical issue,0,2,Social media,0,0,0
43,1,Sony Xperia,20-08-2021,Technical issue,2,1,Phone,1,1,3
39,1,Sony PlayStation,14-10-2020,Product inquiry,1,0,Email,1,0,0
33,0,Philips Hue Lights,09-04-2021,Billing inquiry,1,3,Social media,1,0,0
36,0,PlayStation,20-05-2020,Cancellation request,1,3,Chat,1,0,0
60,0,LG Washing Machine,05-02-2020,Cancellation request,1,3,Email,1,0,0
34,1,Philips Hue Lights,21-08-2021,Cancellation request,0,0,Email,0,0,0
40,0,Asus ROG,15-12-2021,Product inquiry,2,2,Chat,1,1,5
68,1,Amazon Kindle,10-07-2020,Refund request,1,0,Phone,1,0,0
43,0,Canon EOS,16-09-2021,Product inquiry,2,0,Phone,1,1,2
18,1,LG OLED,18-10-2021,Refund request,1,0,Chat,1,0,0
39,1,Microsoft Xbox Controller,26-06-2021,Product inquiry,1,3,Phone,1,0,0
62,0,Amazon Echo,12-02-2021,Technical issue,2,3,Chat,1,1,1
54,0,GoPro Hero,01-04-2021,Technical issue,2,1,Phone,1,1,2
55,0,Dyson Vacuum Cleaner,03-03-2020,Billing inquiry,2,3,Phone,1,1,4
69,0,Sony 4K HDR TV,24-09-2021,Billing inquiry,0,2,Social media,0,0,0
21,1,Nest Thermostat,07-01-2021,Product inquiry,2,3,Chat,1,1,3
40,0,Google Nest,29-07-2021,Technical issue,0,3,Chat,0,0,0
52,0,LG Smart TV,20-08-2021,Cancellation request,1,3,Email,1,0,0
25,1,Fitbit Charge,05-02-2020,Product inquiry,1,0,Phone,1,0,0
18,1,GoPro Hero,02-08-2021,Product inquiry,0,2,Chat,0,0,0
67,0,PlayStation,10-04-2021,Cancellation request,0,2,Email,0,0,0
38,0,Nikon D,21-10-2020,Refund request,2,0,Email,1,1,3
30,0,Microsoft Office,19-12-2020,Refund request,2,1,Chat,1,1,1
52,1,Bose QuietComfort,05-06-2021,Refund request,2,3,Social media,1,1,1
47,1,Microsoft Surface,28-06-2021,Refund request,1,3,Email,1,0,0
54,1,Roomba Robot Vacuum,12-06-2021,Product inquiry,1,0,Social media,1,0,0
45,1,Nintendo Switch,24-02-2020,Cancellation request,1,1,Phone,1,0,0
60,0,Apple AirPods,04-03-2021,Billing inquiry,0,1,Chat,0,0,0
43,1,Dyson Vacuum Cleaner,24-06-2020,Cancellation request,0,0,Phone,0,0,0
31,1,Nikon D,18-10-2021,Refund request,0,2,Chat,0,0,0
23,1,LG Smart TV,11-06-2021,Product inquiry,1,1,Chat,1,0,0
48,0,Sony 4K HDR TV,29-11-2020,Technical issue,2,1,Phone,1,1,2
25,0,Canon EOS,09-07-2021,Refund request,0,1,Chat,0,0,0
32,1,Microsoft Xbox Controller,13-09-2021,Technical issue,2,1,Phone,1,1,3
49,1,Apple AirPods,06-10-2020,Technical issue,1,2,Email,1,0,0
21,1,Dell XPS,16-09-2021,Technical issue,0,1,Chat,0,0,0
27,0,Adobe Photoshop,04-04-2021,Cancellation request,2,1,Chat,1,1,3
19,1,Dell XPS,06-03-2021,Product inquiry,1,3,Email,1,0,0
32,0,Asus ROG,02-08-2020,Cancellation request,0,1,Phone,0,0,0
25,0,Garmin Forerunner,09-05-2020,Cancellation request,0,1,Chat,0,0,0
18,0,PlayStation,06-08-2021,Refund request,2,0,Email,1,1,2
50,0,LG OLED,25-06-2021,Cancellation request,0,3,Social media,0,0,0
65,1,Canon DSLR Camera,08-06-2021,Cancellation request,1,1,Email,1,0,0
51,1,iPhone,16-08-2020,Technical issue,0,2,Email,0,0,0
29,0,Asus ROG,09-10-2020,Refund request,0,0,Social media,0,0,0
69,1,Sony 4K HDR TV,18-02-2021,Refund request,1,0,Chat,1,0,0
58,0,Canon EOS,05-11-2020,Technical issue,0,0,Phone,0,0,0
55,1,Fitbit Charge,15-11-2021,Cancellation request,0,0,Email,0,0,0
45,1,Google Pixel,17-06-2020,Technical issue,1,3,Phone,1,0,0
53,0,Asus ROG,04-08-2021,Technical issue,1,3,Chat,1,0,0
45,1,Microsoft Surface,05-06-2021,Billing inquiry,1,2,Phone,1,0,0
45,1,Microsoft Office,16-04-2020,Product inquiry,0,3,Email,0,0,0
44,0,Google Pixel,14-10-2021,Billing inquiry,2,3,Email,1,1,5
34,1,Microsoft Xbox Controller,09-02-2021,Cancellation request,0,0,Phone,0,0,0
27,1,LG Washing Machine,27-05-2021,Cancellation request,0,1,Social media,0,0,0
42,0,Nikon D,02-07-2020,Product inquiry,2,3,Chat,1,1,3
45,1,Canon EOS,21-07-2021,Cancellation request,0,0,Email,0,0,0
42,1,Google Pixel,31-05-2020,Technical issue,1,3,Phone,1,0,0
44,0,LG OLED,17-05-2020,Technical issue,2,1,Phone,1,1,3
64,0,Samsung Galaxy,11-10-2020,Technical issue,1,1,Social media,1,0,0
51,0,Garmin Forerunner,13-05-2020,Billing inquiry,1,0,Social media,1,0,0
20,1,Sony Xperia,24-10-2020,Cancellation request,2,2,Phone,1,1,5
30,1,Dyson Vacuum Cleaner,06-11-2020,Billing inquiry,0,0,Social media,0,0,0
36,0,MacBook Pro,22-02-2021,Product inquiry,1,0,Chat,1,0,0
46,1,Canon EOS,30-09-2021,Billing inquiry,2,2,Phone,1,1,1
44,1,Samsung Galaxy,24-12-2020,Product inquiry,2,0,Social media,1,1,4
48,1,Nintendo Switch,23-03-2021,Cancellation request,0,3,Chat,0,0,0
70,1,Asus ROG,18-05-2021,Product inquiry,1,0,Chat,1,0,0
20,1,Bose QuietComfort,21-04-2020,Billing inquiry,1,0,Phone,1,0,0
39,1,Nikon D,15-12-2020,Product inquiry,0,0,Email,0,0,0
54,1,Asus ROG,28-05-2020,Cancellation request,1,3,Chat,1,0,0
25,1,Adobe Photoshop,07-05-2021,Billing inquiry,2,1,Chat,1,1,2
32,1,Sony 4K HDR TV,25-05-2021,Billing inquiry,2,0,Email,1,1,4
66,0,Apple AirPods,11-12-2020,Product inquiry,2,0,Social media,1,1,1
67,1,Sony PlayStation,28-12-2021,Billing inquiry,0,2,Chat,0,0,0
29,1,Apple AirPods,18-01-2020,Technical issue,1,1,Chat,1,0,0
25,1,Samsung Soundbar,25-02-2020,Technical issue,0,1,Social media,0,0,0
27,0,Samsung Galaxy,07-09-2020,Cancellation request,2,3,Social media,1,1,2
50,0,GoPro Action Camera,04-05-2021,Refund request,1,0,Social media,1,0,0
44,0,GoPro Action Camera,20-01-2020,Cancellation request,0,2,Chat,0,0,0
69,1,LG OLED,01-06-2021,Cancellation request,1,2,Social media,1,0,0
55,0,Asus ROG,13-06-2021,Cancellation request,0,3,Phone,0,0,0
24,0,Microsoft Office,03-04-2020,Refund request,2,3,Chat,1,1,2
47,0,Nikon D,10-03-2021,Refund request,0,3,Chat,0,0,0
52,0,LG OLED,24-01-2020,Refund request,2,1,Phone,1,1,2
54,1,Fitbit Charge,14-04-2021,Billing inquiry,1,3,Social media,1,0,0
44,1,PlayStation,23-02-2020,Technical issue,2,2,Phone,1,1,5
39,0,Google Pixel,12-02-2020,Refund request,1,0,Phone,1,0,0
27,1,Lenovo ThinkPad,09-05-2020,Refund request,0,1,Email,0,0,0
53,0,HP Pavilion,02-05-2020,Technical issue,0,3,Email,0,0,0
29,1,GoPro Hero,22-09-2021,Technical issue,0,0,Phone,0,0,0
32,1,Google Pixel,27-07-2020,Billing inquiry,0,2,Social media,0,0,0
60,1,Samsung Soundbar,11-02-2021,Cancellation request,1,0,Chat,1,0,0
68,0,LG Smart TV,09-02-2020,Cancellation request,2,3,Phone,1,1,3
37,0,Garmin Forerunner,07-02-2020,Technical issue,2,2,Phone,1,1,4
45,0,GoPro Action Camera,21-07-2021,Technical issue,2,3,Social media,1,1,2
69,1,LG OLED,05-04-2021,Technical issue,1,2,Social media,1,0,0
64,0,Canon DSLR Camera,20-04-2021,Billing inquiry,2,0,Email,1,1,4
43,1,Fitbit Charge,05-05-2020,Technical issue,1,2,Email,1,0,0
41,0,Nintendo Switch Pro Controller,13-02-2021,Billing inquiry,1,3,Phone,1,0,0
48,0,Lenovo ThinkPad,11-04-2020,Refund request,2,3,Email,1,1,5
27,0,Google Pixel,01-11-2021,Product inquiry,2,3,Social media,1,1,3
50,0,GoPro Hero,04-02-2020,Billing inquiry,0,0,Social media,0,0,0
66,1,Canon EOS,31-08-2021,Cancellation request,0,0,Phone,0,0,0
69,0,Garmin Forerunner,05-04-2021,Refund request,0,0,Email,0,0,0
53,1,GoPro Hero,30-11-2021,Technical issue,0,3,Social media,0,0,0
65,1,GoPro Action Camera,13-03-2021,Refund request,1,1,Social media,1,0,0
52,1,Dyson Vacuum Cleaner,22-03-2021,Cancellation request,1,0,Chat,1,0,0
19,1,MacBook Pro,02-12-2021,Product inquiry,2,1,Phone,1,1,4
34,1,Dyson Vacuum Cleaner,16-10-2021,Refund request,1,1,Email,1,0,0
18,0,Apple AirPods,24-03-2020,Refund request,1,0,Chat,1,0,0
48,1,Samsung Galaxy,25-05-2020,Technical issue,1,1,Email,1,0,0
39,1,Fitbit Versa Smartwatch,24-01-2020,Cancellation request,1,0,Email,1,0,0
60,1,Philips Hue Lights,20-02-2020,Product inquiry,0,1,Chat,0,0,0
38,1,Fitbit Versa Smartwatch,25-04-2021,Product inquiry,0,0,Email,0,0,0
55,1,Bose SoundLink Speaker,04-09-2021,Product inquiry,1,2,Social media,1,0,0
59,1,Amazon Kindle,17-05-2021,Technical issue,2,0,Email,1,1,4
46,1,Canon EOS,21-01-2020,Billing inquiry,2,0,Email,1,1,5
39,0,Sony 4K HDR TV,16-11-2020,Product inquiry,2,1,Chat,1,1,2
70,0,Philips Hue Lights,17-06-2021,Cancellation request,1,2,Phone,1,0,0
34,0,Fitbit Versa Smartwatch,04-05-2020,Technical issue,1,3,Phone,1,0,0
62,1,Canon DSLR Camera,03-01-2021,Billing inquiry,1,1,Chat,1,0,0
29,1,Samsung Soundbar,08-02-2021,Billing inquiry,1,0,Social media,1,0,0
47,0,Asus ROG,03-09-2020,Technical issue,0,3,Email,0,0,0
19,0,Canon EOS,13-06-2021,Billing inquiry,2,2,Email,1,1,2
32,0,Google Pixel,12-10-2021,Billing inquiry,1,2,Email,1,0,0
20,1,Microsoft Surface,19-06-2020,Product inquiry,0,3,Social media,0,0,0
63,1,Amazon Echo,24-09-2021,Refund request,0,1,Social media,0,0,0
64,0,Fitbit Charge,03-06-2020,Cancellation request,1,0,Social media,1,0,0
66,1,Canon DSLR Camera,24-03-2021,Cancellation request,1,3,Social media,1,0,0
68,1,Asus ROG,29-07-2020,Product inquiry,1,0,Social media,1,0,0
28,1,Fitbit Charge,21-01-2020,Cancellation request,1,1,Social media,1,0,0
53,0,Canon DSLR Camera,31-08-2021,Cancellation request,2,1,Chat,1,1,3
58,1,Nintendo Switch Pro Controller,18-04-2020,Cancellation request,0,3,Chat,0,0,0
32,1,Dyson Vacuum Cleaner,03-11-2021,Product inquiry,1,0,Chat,1,0,0
26,1,Samsung Soundbar,22-08-2020,Product inquiry,1,3,Email,1,0,0
47,0,Samsung Soundbar,03-03-2020,Refund request,0,2,Phone,0,0,0
67,0,LG Smart TV,29-04-2021,Technical issue,2,0,Email,1,1,1
37,1,GoPro Hero,02-11-2020,Billing inquiry,1,3,Chat,1,0,0
31,0,Samsung Galaxy,30-03-2021,Billing inquiry,2,2,Phone,1,1,2
53,1,Microsoft Surface,23-07-2020,Cancellation request,2,3,Email,1,1,5
67,0,MacBook Pro,04-03-2020,Refund request,2,1,Social media,1,1,1
48,1,Samsung Soundbar,30-04-2020,Refund request,1,0,Email,1,0,0
62,0,Sony Xperia,27-01-2020,Cancellation request,0,1,Phone,0,0,0
47,1,Amazon Echo,11-04-2021,Product inquiry,0,0,Chat,0,0,0
52,1,PlayStation,13-03-2020,Refund request,2,1,Phone,1,1,3
69,1,Dyson Vacuum Cleaner,24-05-2020,Technical issue,0,3,Email,0,0,0
66,1,Lenovo ThinkPad,18-06-2021,Technical issue,1,2,Social media,1,0,0
35,1,Samsung Soundbar,27-08-2021,Product inquiry,0,2,Social media,0,0,0
32,1,Nintendo Switch Pro Controller,13-11-2020,Cancellation request,1,0,Chat,1,0,0
32,0,LG OLED,06-08-2020,Billing inquiry,1,3,Social media,1,0,0
43,0,Nest Thermostat,29-12-2020,Refund request,2,2,Email,1,1,1
32,1,Apple AirPods,13-06-2021,Refund request,0,2,Phone,0,0,0
55,1,Sony PlayStation,16-04-2021,Refund request,2,3,Email,1,1,1
57,0,Nintendo Switch Pro Controller,01-07-2021,Technical issue,2,2,Social media,1,1,2
53,0,LG OLED,14-02-2021,Product inquiry,1,0,Email,1,0,0
46,0,Bose SoundLink Speaker,29-08-2021,Refund request,0,1,Email,0,0,0
57,1,Xbox,28-03-2020,Product inquiry,1,1,Phone,1,0,0
40,1,iPhone,01-04-2021,Technical issue,0,1,Social media,0,0,0
26,1,Amazon Echo,26-12-2021,Billing inquiry,2,2,Social media,1,1,4
18,1,GoPro Action Camera,21-04-2020,Product inquiry,0,1,Chat,0,0,0
39,1,Sony Xperia,05-09-2020,Product inquiry,2,0,Social media,1,1,3
64,1,Xbox,03-10-2020,Cancellation request,2,1,Social media,1,1,2
26,1,Google Pixel,04-06-2020,Technical issue,0,3,Phone,0,0,0
34,1,Google Nest,28-01-2020,Refund request,1,3,Email,1,0,0
57,1,Sony Xperia,17-12-2020,Technical issue,0,0,Phone,0,0,0
63,0,Bose QuietComfort,14-01-2021,Cancellation request,0,0,Social media,0,0,0
63,0,Sony Xperia,24-09-2020,Product inquiry,2,1,Phone,1,1,5
41,1,Sony 4K HDR TV,24-08-2020,Technical issue,1,0,Chat,1,0,0
49,1,Google Pixel,20-02-2021,Product inquiry,0,1,Phone,0,0,0
